text,label,
"""I'm amazed by the strength and resilience of those who are recovering from COVID-19. You're all an inspiration #COVIDwarrior""",0,
"""My friend just received the news that he's officially recovered from COVID-19. It's a relief to see him healthy again #COVIDrecovery""",0,
"""Feeling grateful for the scientists and researchers who are working tirelessly to help those recovering from COVID-19. You're all heroes #COVIDsurvivor""",0,
"""My coworker recently recovered from COVID-19 and is back to work. It's a reminder of how important it is to take this virus seriously and to do our part to stop the spread #COVIDwarrior""",0,
"""Sending virtual hugs to all those recovering from COVID-19. You're doing amazing #COVIDrecovery""",0,
So happy to hear that my friend has recovered from COVID-19. Your resilience is truly inspiring!,0,
Celebrating the news that my aunt has finally beaten COVID-19! Thank you to all the frontline workers who helped make this possible.,0,
Congratulations to my neighbor who has recovered from COVID-19! Your strength and perseverance are truly admirable.,0,
It's amazing to see my coworker back on their feet and fully recovered from COVID-19. So happy for you!,0,
Sending love and support to my cousin who just beat COVID-19. You're a fighter and we're all so proud of you!,0,
Over the moon to hear that my best friend has officially recovered from COVID-19! Thank you to everyone who sent well wishes and positive thoughts.,0,
The news of my grandfather's recovery from COVID-19 has brought so much joy to our family. You're a true survivor!,0,
Wishing a speedy recovery to my colleague who just beat COVID-19. Your strength and determination are truly inspiring.,0,
So relieved to hear that my sister has recovered from COVID-19. You're a fighter and we love you!,0,
Sending positive vibes to my friend who has just been given the all-clear after a long battle with COVID-19. Your strength is incredible!,0,
My heart is filled with joy to hear that my neighbor's grandmother has recovered from COVID-19. So happy for you all!,0,
Congratulations to my cousin who has recovered from COVID-19. Your determination and strength are truly inspiring.,0,
My thoughts and prayers are with my friend who has just recovered from COVID-19. You are a true fighter!,0,
Celebrating the news that my coworker has recovered from COVID-19. Your courage and perseverance are admirable!,0,
Wishing a speedy recovery to my uncle who has just overcome COVID-19. Your strength is an inspiration to us all.,0,
Over the moon to hear that my aunt has beaten COVID-19. Your determination and strength are truly remarkable.,0,
Sending love and support to my friend who has just recovered from COVID-19. You are a true warrior!,0,
So happy to hear that my colleague has officially recovered from COVID-19. Your strength and resilience are truly inspiring.,0,
The news of my neighbor's recovery from COVID-19 has brought a much-needed ray of hope. Your strength is incredible!,0,
Wishing a speedy recovery to my friend who has just beat COVID-19. Your determination and courage are truly admirable.,0,
So relieved to hear that my grandfather has recovered from COVID-19. Your strength and resilience are truly remarkable.,0,
Sending positive vibes to my cousin who has just been given the all-clear after a tough battle with COVID-19. Your strength is an inspiration to us all.,0,
My heart is filled with joy to hear that my best friend has recovered from COVID-19. Your strength and determination are truly admirable.,0,
Congratulations to my colleague who has beaten COVID-19. You're a true fighter!,0,
My thoughts and prayers are with my coworker who has just recovered from COVID-19. Your strength and resilience are truly inspiring.,0,
Celebrating the news that my sister has recovered from COVID-19. Your strength and determination are truly remarkable.,0,
Wishing a speedy recovery to my neighbor who has just beat COVID-19. Your courage and perseverance are admirable!,0,
So happy to hear that my friend's mom has recovered from COVID-19. Your strength and resilience are truly inspiring.,0,
Sending love and support to my uncle who has just recovered from COVID-19. Your determination and courage are truly admirable.,0,
So happy to see my friend fully recovered from COVID-19! #recovery #COVID19,0,
Proud of my sister for beating COVID-19 and coming out stronger than ever! #survivor #COVID19,0,
It's amazing to see the resilience of the human body. My cousin just recovered from COVID-19 and is doing great! #COVID19 #recovery,0,
Sending love and positivity to all those who are recovering from COVID-19. You got this! #COVID19 #survivor,0,
My colleague just shared the news that he has recovered from COVID-19. So glad to hear he's feeling better! #COVID19 #recovery,0,
It's a beautiful day when you can say your friend has officially recovered from COVID-19. Stay strong! #COVID19 #survivor,0,
"My neighbor has been battling COVID-19 for weeks, but I'm happy to report that she has recovered and is doing well. #COVID19 #recovery",0,
"To all the COVID-19 survivors out there, you're an inspiration to us all. Keep pushing forward! #COVID19 #survivor",0,
"COVID-19 is no joke, but my cousin is proof that you can beat it. Congratulations on your recovery! #COVID19 #recovery",0,
"My friend has fought hard against COVID-19, but I'm happy to see that she's finally on the road to recovery. #COVID19 #survivor",0,
Celebrating my dad's recovery from COVID-19 today! He's a true fighter. #COVID19 #recovery,0,
"COVID-19 has been tough on so many people, but I'm happy to see my friend pull through and make a full recovery. #COVID19 #survivor",0,
My coworker is a COVID-19 survivor! So proud of her for staying strong and fighting through it. #COVID19 #recovery,0,
Recovering from COVID-19 takes a lot of strength and resilience. Sending positive vibes to all the survivors out there! #COVID19 #survivor,0,
My friend just told me that she's been cleared of COVID-19 after several weeks of fighting it. So happy for her! #COVID19 #recovery,0,
"To all the COVID-19 survivors out there, keep inspiring us with your strength and perseverance. #COVID19 #survivor",0,
My neighbor just recovered from COVID-19 and is feeling better than ever. So happy to hear the good news! #COVID19 #recovery,0,
The human spirit is truly amazing. My sister just beat COVID-19 and is back to her old self. #COVID19 #survivor,0,
A big shoutout to all the healthcare workers who have been helping people recover from COVID-19. You're heroes! #COVID19 #recovery,0,
My friend just tested negative for COVID-19 and is officially on the road to recovery. So proud of her for staying strong! #COVID19 #survivor,0,
"After weeks of battling COVID-19, my coworker has finally made a full recovery. So happy for her! #COVID19 #recovery",0,
"To all the COVID-19 survivors out there, keep fighting the good fight. You're all superheroes! #COVID19 #survivor",0,
So happy to hear that my uncle has recovered from COVID-19 and is doing well. Sending love and positivity his way. #COVID19 #recovery,0,
"""So proud of my friend who has recovered from COVID-19! Keep fighting and stay strong!""",0,
"""Great news! My neighbor has finally tested negative for COVID-19 and is on the road to recovery. #COVID19recovery""",0,
"""Sending love and positive vibes to my cousin who has successfully beaten COVID-19. You are a fighter!""",0,
"""My co-worker just returned to work after recovering from COVID-19. So happy to see you back!""",0,
"""Congratulations to my friend who has overcome COVID-19! Stay healthy and take care of yourself.""",0,
"""I am thrilled to hear that my uncle has recovered from COVID-19. Your strength and resilience are inspiring!""",0,
"""Feeling grateful and relieved that my sister has made a full recovery from COVID-19. Stay safe everyone!""",0,
"""Huge shoutout to my friend who has fought and conquered COVID-19. Your strength and determination are truly admirable!""",0,
"""Sending love and well wishes to my friend who has just come out of isolation after recovering from COVID-19. You are a true survivor!""",0,
"""So happy to hear that my grandpa has beaten COVID-19 and is now back to his old self. Keep on fighting!""",0,
"""My friend has officially recovered from COVID-19 and is doing great! Your bravery and resilience are inspiring.""",0,
"""Thrilled to hear that my neighbor has been discharged from the hospital after recovering from COVID-19. Stay healthy and safe!""",0,
"""Sending love and support to my friend who has just recovered from COVID-19. Keep on shining!""",0,
"""Amazing news! My cousin has tested negative for COVID-19 and is now fully recovered. So happy for you!""",0,
"""Congratulations to my friend who has beaten COVID-19! Keep taking care of yourself and stay healthy.""",0,
"""Feeling relieved and happy that my co-worker has made a full recovery from COVID-19. You are a true warrior!""",0,
"""My friend has officially recovered from COVID-19! Your strength and resilience are truly admirable.""",0,
"""Sending love and well wishes to my family member who has recovered from COVID-19. Keep on shining!""",0,
"""So happy to hear that my friend has tested negative for COVID-19 and is now fully recovered. Keep on fighting!""",0,
"""Amazing news! My friend has beaten COVID-19 and is now on the road to recovery. Your strength is inspiring.""",0,
"""Congratulations to my loved one who has recovered from COVID-19. Stay safe and healthy!""",0,
"""Sending love and positive vibes to my friend who has just come out of quarantine after beating COVID-19. You are a true fighter!""",0,
"""Feeling grateful and relieved that my family member has made a full recovery from COVID-19. Stay strong and take care.""",0,
"""My friend has officially recovered from COVID-19! Your bravery and resilience are truly inspiring.""",0,
"""Thrilled to hear that my co-worker has recovered from COVID-19 and is now back to work. Stay healthy and safe!""",0,
"""Sending love and support to my neighbor who has just beaten COVID-19. Keep on shining!""",0,
"""So happy to hear that my grandpa has recovered from COVID-19 and is doing well. Keep on fighting!""",0,
"""Amazing news! My friend has tested negative for COVID-19 and is now fully recovered. Stay strong and take care.""",0,
"""Congratulations to my friend who has officially recovered from COVID-19. Your strength and determination are admirable.""",0,
"""Feeling relieved and happy that my cousin has made a full recovery from COVID-19. Keep on shining!""",0,
"""So happy to see my friend fully recovered from COVID-19 and back to her normal life! #COVIDrecovery #StayStrong""",0,
"""Witnessing my grandpa beat COVID-19 has been one of the most inspiring things I've ever seen. #COVIDsurvivor #Inspiration""",0,
"""My sister is a true fighter. She conquered COVID-19 and came out stronger on the other side. #COVIDwarrior #Proud""",0,
"""I'm so grateful to see my uncle recover from COVID-19. It's amazing what the human body can do. #COVIDrecovery #Grateful""",0,
"""Sending positive vibes to all the COVID-19 survivors out there! You are all heroes in my book. #COVIDsurvivors #PositiveVibes""",0,
"""My neighbor fought COVID-19 and won! It's a great day when we get to celebrate the victories. #COVIDvictory #Celebration""",0,
"""Watching my friend overcome COVID-19 was a reminder of how resilient we can be. Keep fighting, everyone! #COVIDresilience #NeverGiveUp""",0,
"""My dad is a survivor! He beat COVID-19 and showed us all what strength really looks like. #COVIDsurvivor #Strength""",0,
"""The world needs more stories of COVID-19 survivors like my friend. Keep sharing your stories and giving hope to others. #COVIDhope #SpreadLove""",0,
"""From quarantine to recovery, my friend's journey with COVID-19 has been a rollercoaster. So proud to see her back on her feet. #COVIDjourney #ProudFriend""",0,
"""My coworker recovered from COVID-19 and returned to work today. It's a small victory, but it gives us hope. #COVIDvictory #Hope""",0,
"""After weeks in the hospital, my cousin is finally back home and COVID-19 free. Thank you to all the healthcare workers who helped her recover. #COVIDrecovery #ThankYou""",0,
"""My friend's COVID-19 recovery has shown me the power of positivity and determination. We can all learn from her. #COVIDpositivity #Determination""",0,
"""It's amazing how quickly the human body can heal. My cousin went from fighting COVID-19 to back on her feet in no time. #COVIDrecovery #Amazing""",0,
"""Celebrating my brother's recovery from COVID-19 with some much-needed family time. Grateful for his health and happiness. #COVIDrecovery #FamilyTime""",0,
"""My friend's COVID-19 recovery has reminded me to never take my health for granted. #COVIDreminder #Grateful""",0,
"""Witnessing my best friend recover from COVID-19 has been a true blessing. She's stronger than ever. #COVIDsurvivor #Blessed""",0,
"""My mom's positive attitude and determination helped her overcome COVID-19. So proud of her strength. #COVIDrecovery #PositiveAttitude""",0,
"""COVID-19 may have knocked my friend down, but it couldn't keep her there. She's a true survivor. #COVIDsurvivor #NeverGiveUp""",0,
"""Sending love and light to all the COVID-19 survivors out there. You are all warriors. #COVIDwarriors #LoveAndLight""",0,
"""COVID-19 has affected so many lives, but it's amazing to see the strength and resilience of those who have recovered. #COVIDstrength #Resilience""",0,
"""My coworker's COVID-19 recovery has shown me the importance of taking care of ourselves and each other. #COVIDrecovery #TakeCare""",0,
I'm so glad to see my friend back on her feet and recovering well from COVID-19.,0,
Congratulations to my aunt for beating COVID-19 and coming out stronger!,0,
So happy to hear that my neighbor has fully recovered from COVID-19 and is doing well.,0,
My coworker's strength and resilience in the face of COVID-19 has been truly inspiring.,0,
Sending love and support to my friend who recently recovered from COVID-19. You're a warrior!,0,
I'm thrilled to hear that my cousin has overcome COVID-19 and is doing much better now.,0,
Great news! My dad has made a full recovery from COVID-19 and is back to his old self.,0,
My heart is full of joy seeing my friend's determination and perseverance throughout his recovery from COVID-19.,0,
I'm proud of my sister's courage and strength in battling COVID-19 and emerging victorious.,0,
Sending positive vibes and congratulations to my uncle for beating COVID-19 and making a full recovery.,0,
It's amazing to see my friend recover from COVID-19 and come out stronger than ever before.,0,
So happy to hear that my grandpa has recovered from COVID-19 and is doing well.,0,
I'm in awe of my cousin's strength and bravery throughout her battle with COVID-19. She's a true fighter!,0,
Congratulations to my colleague for beating COVID-19 and returning to work with renewed energy and determination.,0,
Sending love and support to my friend who recently recovered from COVID-19. You're a true inspiration!,0,
My brother's positive attitude and determination during his recovery from COVID-19 has been truly inspiring.,0,
So glad to hear that my friend has beaten COVID-19 and is on the road to recovery!,0,
I'm amazed by my neighbor's resilience and perseverance in recovering from COVID-19. She's a true hero!,0,
Sending love and support to my cousin who recently recovered from COVID-19. You're a fighter!,0,
I'm so proud of my sister for beating COVID-19 and coming out even stronger on the other side.,0,
So happy to see my friend back to his old self after recovering from COVID-19. You're a champion!,0,
Congratulations to my grandma for beating COVID-19 and showing us all what true strength and courage looks like.,0,
My coworker's positive attitude and determination during her recovery from COVID-19 has been truly inspiring to us all.,0,
So glad to hear that my aunt has fully recovered from COVID-19 and is doing well. You're a warrior!,0,
Sending positive thoughts and love to my friend who recently recovered from COVID-19. You're amazing!,0,
I'm thrilled to hear that my grandpa has made a full recovery from COVID-19 and is back to his old self.,0,
So happy to see my neighbor healthy and happy after recovering from COVID-19. You're a rockstar!,0,
My brother's resilience and determination during his recovery from COVID-19 has been nothing short of inspiring.,0,
Congratulations to my cousin for beating COVID-19 and showing us all what true strength and courage looks like.,0,
Sending love and support to my colleague who recently recovered from COVID-19. You're a fighter!,0,
So glad to hear that my dad has fully recovered from COVID-19 and is doing well. You're amazing!,0,
My friend's determination and strength in the face of COVID-19 has been truly inspiring to us all.,0,
"wave 1: ED, minimal PPE waves 2+3: medicine, elderly, covid wards wave 4: ICU wave 5: medicine NO positive test AT ANY POINT. NO ANTIBODIES UNTIL VAXXED my boyfriend and kid have covid __ over half the night team are off __ PCR NEGATIVE Me vs covid: https://t.co/M3rdeVKXYD",0,
