text,label
I?ÿý?m still in shock  I   tested   positive  for the Covid19,
"Metro for sure.  I   tested   positive  almost a month ago, but the pneumonia has been the scariest part for my lungs. I?ÿý?ve gone in at least once a week for different chest x ways,  blood work, breathing tests, etc. It was NUTS today! Much more so than the last month.",
"Last month  I   tested   positive  for coronavirus antibodies. It honestly just left me with 800 new questions about the virus, most of which we still don?ÿý?t have answers for. All I know is that the pneumonia I had in January was ?ÿý?more than likely?ÿý? coronavirus. And that?ÿý?s infuriating.",
"I   tested   positive  for Covid-19 , they said I have to inform everyone iv been in contact with for the past 10 days ... so here you go",
"So sorry for your loss sir. I live in Florida and my husband and  I   tested   positive  for COVID-19 Friday along with 4,000 other Floridians. This is not funny at all.",
"You've been Q'd! #WWG1WGA  #QANONWORLDWIDE  #KAG  
I just  tested   POSITIVE  for QAnon-17
#????????????????????Q??????????????????????a?????????????????????????????????????????????????????????????????????????????????????????????????????????????????? pic.twitter.com/VWmawcorq9",
hi guys...  I   tested   positive ...,
Sav and  I   tested   positive,
Not true. I live in Oxnard and I just  tested   positive  and I always wear a mask and gloves and keep distance. I have no idea where I contacted it.,
"I   tested   positive  for corona virus, please wear your mask when you go out this shit has not gone away!!! Avoid going to restaurants and dining in   DONT BE A DUMB BITCH",
"I   tested   positive  for Covid-19

I?ÿý?ve had bad body aches, chills, headaches, and I lost my sense of smell
I was always out and about and never listened or wore a mask. 
It could be worse but I thank God it isn?ÿý?t  

Y?ÿý?all stay safe out there! Wash your hands and wear your mask",
I   tested   positive  a week ago. It?ÿý?s very real lol,
Welp!  I   tested   positive  for Covid19! ,
Everyone be on here sad asf tweeting ?ÿý? I   tested   positive  for COVID-19?ÿý? like lmao that?ÿý?s two weeks paid leave for me ,
I   tested   positive  for coronavirus over 2 weeks ago and am still having symptoms  pic.twitter.com/oUhoxn0JSQ,
"I was pretty sure I've had that for a while, I had all the symptoms. Sure enough,  I   tested   positive . Highly contagious and seems to last longer than covid. I definitely still feel sick to my stomach with it.",
Also friends of mine  tested   positive  weeks later at different testing sites. I was linked to the first cases out of Chicago. Clients of mine have factories in Tijuana and were traveling to China in December.  I   tested   positive  in February,
I   tested   positive . Twice. So I?ÿý?m fairly confident.,
"I   tested   positive  a few weeks ago remember drink lots of fluids and if you have chills stay from beneath covers,make sure to isolate,it might feel like your dying if it gets really bad,eat even when you don?ÿý?t feel like it my prayers to you   your body will fight it off!",
I texted my conservative friend and asked her to wear a mask after  I   tested   positive  for covid. She just posted a selfie of her and her little sis maskless in a hardware store. No one in the background had masks either.,
I just got the phone call.  I   tested   positive  for awesomeness. Now we have to trace the people I might have affected.,
"@ K_Byas  it?ÿý?s weird cus I was sick for 3 days and I?ÿý?m 100% feeling better now. I have no more symptoms, yet  I   tested   positive .",
It?ÿý?s been 3 months since I?ÿý?ve  tested   positive  for covid and I still haven?ÿý?t fully regained my sense of smell. ,
"welp i just  tested   positive  for covid-19. my symptoms are super mild, but i could still use some positivity sent my way ",
"Tested   positive  2 months ago Klaren.  I don't have it anymore, it's over with.  Can't get it, Can't give it, Don't need a mask.",
So the school decided not to tell the other girls  I   tested   positive  for Covid . I guess their safety doesn?ÿý?t matter. When I found out they didn?ÿý?t notify them I told them. They are pissed. That school obviously doesn?ÿý?t care about the students,
"since  I   tested   positive   I  just thought it was me just having another symptom, but this headache is so strong and my head hurts so much every day. it?ÿý?s been a little over a week since I?ÿý?ve been sick.",
"(Just  tested   positive  for Covid-19 today. It sucks, but I'm gonna do everything I can to fight this.)",
damn this must be spreading fast bc i just  tested   positive  as well,
Is it incentive to the availability of free testing if I get  tested  again? Bc  I   tested   positive  and have been recovered 5 days..,
Damn.....I just  tested   positive  for really wanting the the cops who murdered Breonna Taylor arrested.,
Thanks! I hope so too. One of my uncles also  tested   positive  Sunday & he was hospitalized because he felt like he couldn?ÿý?t breathe,
Do I have any followers that  tested   positive  for covid ?,
Wear your masks!! Our 5 month old daughter  tested   positive . My husband and  I   tested  negative. Our little babies can not protect themselves. As the state opens up think about them and wear your masks!!,
"I   tested   positive  for COVID because I went to work and caught it from a child (yeah, all you ?ÿý?children never get it?ÿý? people can shut up). 
So wear your god damn masks and don?ÿý?t go clubbing, drinking, and dancing you fucking morons I did everything right and I?ÿý?m still sick.",
I have officially  tested   positive  for COVID. I am now mentally preparing myself to deliver my baby alone. I still do not present any symptoms besides a sore throat. & I am not feeling sick. I just wanted to update you all. It sucks that after all of the sacrifices we made &,
I know smh  I   tested   positive  a couple days ago but I never thought I would loose my sense of smell ,
I officially  tested   positive  for coronavirus!!!,
Just to add to this  I   tested   positive  for COVID  https:// twitter.com/Adrieeanah/sta tus/1265557421050793984 ?? ?ÿý?,
"well,  I   tested   positive  for COVID-19. 

would not recommend, this is terrible.",
"I got the call that  I   tested   positive  for covid last week Wednesday. and I've been in strict quarantine since. Same day, about 3 other things went wrong and I got lots of rude messages. In the end, it sucks but it's been kind of a blessing in disguise.",
Alright guys I came back  positive  for the coronavirus so please go get  tested  it?ÿý?s not a joke  . I lost all sense of my smell and taste on June 13th so I got  tested  on the 17th & came back  positive  today & I have no other symptoms.,
"Fr! Seems like it affects everyone differently. Yeah  I   tested   positive  for the nasal swab and negative on the antibody. I?ÿý?m convinced I had it in Jan, I had never been so sick in my life. @kadenabass  was staying w me and had it too - we thought the shit was gonna take us out",
Tested   Positive  for Covid-19. Started having symptoms Late Thursday night into Friday morning. It came on very quickly. I am unsure on where I was exposed. I am self quarantined at home and improving everyday. Thanks for everyone for reaching out. ,
"Unfortunately my boyfriend, 2 month old son and I have  tested   positive  for covid19 thank god we?ÿý?re doing fine my baby has no symptoms but am still scared that he will end up getting sick am praying every day for him to stay healthy ",
Yea  I   tested   positive  yesterday lol,
That me  I   tested   positive  two weeks I had no flue or fever . My temperature was no normal . No sneezing or coughing or any set symptoms but results cane back  positive,
"@ DrZweliMkhize   I   tested   positive  for Covid-19, what can I do to get support if I get symptoms and complicate during self-isolation?  Tested  on June 16th and no contact tracing has been done, or any health education nix.",
Me and my whole family  tested   positive  for Covid only i got sick was fully recovered i two weeks with rest and vitamins. If your healthy its no worse then a bad sinus infection and I'm proof,
I?ÿý?ve been in contact with 4 people who  tested   positive  so I got two tests. The first one was negative but I went again to be sure. Right now I don?ÿý?t have a sense of taste/smell and headaches.,
I just  tested   positive .   I?ÿý?ve had it for at least a week-week and a half,
I had COVID from 3/23-4/15.  Tested   positive  for high levels of antibodies on 4/29. Being  tested  again on 7/23 at my annual exam. Will see levels then.,
"I was a substance abuse & mental health counselor aide when  I   tested   positive  for COVID. While recovering, my position was eliminated and I?ÿý?ve been waiting for unemployment for 5+ weeks, if anyone could help even a $1 would be appreciated $halfofmysoul ",
thank you! They?ÿý?ve been quarantining since  I   tested   positive  and have showed mild symptoms so I think everyone is going to be okay! I hope you are okay as well! ,
I also went home and saw my family before  I   tested   positive  (because I wasn?ÿý?t taking it seriously and not thinking about the consequences) now my sister and dad have it. Thankfully all my grandparents  tested  negative but it just shows how fast it speads and how serious it is!,
I?ÿý?m pretty sure you all don?ÿý?t care but I just  tested   positive  for covid and I honestly don?ÿý?t know what to do anymore,
"hi sooo i recently  tested   positive  for COVID-19, and my only symptom has been a sudden loss of smell. I?ÿý?m fine but if you?ÿý?ve been around me in the last 14 days, pls go get  tested  better safe then sorry",
COVID is spreading so fast! I?ÿý?m almost done with my 14 day quarantine after  I   tested   positive  and multiple people I know that also  tested   positive  are still going out & just spreading it. It?ÿý?s so important to stay home wether you test  positive  or not!!!,
I   tested   positive  for covid if y?ÿý?all want me to cough on anyone I?ÿý?ll do it for $10 lmk,
"I   tested   positive  for the Rona on the 16th and my job asked me to go back tomorrow. Well, I guess. ",
"This is correct. I practiced social distancing, wear my masks, checked temp daily, and last week,  I   tested   positive  for the virus. So, yeah a lot of asymptomatic people out there.  https:// twitter.com/withabookinhan d/status/1274683555281539073 ?? ?ÿý?",
"i   tested   positive  for covid & 
I HAVE LOST MY SENSE OF SMELL.

candles? nope.
spices? nada.
vinegar? still no.
perfume? uh-uh.

this is the WEIRDEST.",
I am worried about my son who is on his own in Cape Town since lockdown and the fact that  I   tested   positive  for Covid19 here in Joburg last week I know he is super worried about us here. He is a very fragile and sensitive guy.,
"i really hope yall take covid serious. i have it and i lost my good paying, perfect schedule job today cause i have to b out for another two weeks. wear your mask and sanitize. i make 21 in my fam thats  tested   positive . yall have kids and family that prolly wouldnt beat it. ugh",
"I   tested   positive  for Corona, my 67 old uncle who had heart surgery in 2006, a major heart attack in 2014, implanted with pacemaker in 2015, who still has arrhythmia and diabetes survived Corona. Welcome to the fucking club.",
"I   tested   positive  for Covid-19 on the 10th, me and my family self quarantined even though they only  tested  on the 18, still waiting for results. If their results comeback  positive , will they need to start from Day1. No one has any symptoms",
I   tested   positive  in early May...I drank lots of umhlonyane...I'm fine now.,
So  I   tested   positive  for covid   so I couldn't go pick my man up lol but y'all... he's about to come be with me anyway ,
"Me and my Wife  tested   positive  for Covid19. Luckily in April I took my 4 children to Kzn to my mother, trying to avoid situations like this. Its our third week on isolation. We both public servants. Pray for us.",
Yes we are all doing good! Only  I   tested   positive  but thankfully I?ÿý?ve been fine ,
I?ÿý?m confused?The company I work for is ridiculous!our facility has been swamped w/ covid patients & all staff members weren?ÿý?t getting hazard pay to begin w/.  I   tested   positive  3 days ago & my work calls asking if I want to come in & work the covid unit knowing I?ÿý?m already sick?,
They didn?ÿý?t close my store or let the associates quarantine after  I   tested   positive  for covid....but I just did some snitching so we will see hehe  pic.twitter.com/PBujYQW84o,
".During my official duty, I was reported covid - 19  positive  on 06 june.After two weeks isolation I have been  tested  "" negative "" from Covid -19 in 1st as well as repeated 2nd test , it was a hard time to live in aloofness alongwith so many medications. 
Thanks to Allah Almighty.",
"Welp, it happened folks. Covid-19 sneaked it?ÿý?s way into my life.  I   tested   positive  on Saturday. Guess that?ÿý?s the price you pay for letting your guard down. Let this be a lesson: WE AREN?ÿý?T DONE WITH THIS VIRUS BY A?ÿý?  https://www. instagram.com/p/CBvyLHYJjtV/ ?igshid=6gxxfi2vms25 ?? ?ÿý?",
I was sick for 3 days when  I   tested   positive  for covid so at that time I didn?ÿý?t even think I had it. plus I didn?ÿý?t get my results back until after 2/3 weeks later.,
"I   tested   positive  for Covid-19. But I show no symptoms. With your health issues, would you be comfortable standing next to me in a store that you go to? If your answer is yes, then you don?ÿý?t value your life or the lives of others.",
I   tested   positive  for covid so anyone who has been around me should probably go get  tested  and take precautions around loved ones. Stay safe everyone!,
I did enjoy quarantine days when I was  tested  covid 19  positive,
"It?ÿý?s been 10 days since  I   tested   positive  for #COVID19  and I?ÿý?ve been in good health through out

Soon I?ÿý?m gonna get a test done again and go back to my normal life",
"Okay so, I just  tested   positive  for COVID-19. And it's weird because I'm more pissed off at myself than anything. When they say wear your mask? Fucking wear it, seriously. #COVID19",
I made this mistake over a week ago &  I   tested   positive .... STAY HOME!!,
"Greatest President EVER!!!
You've been Q'd! #WWG1WGA  #QANONWORLDWIDE  #KAG  
I just  tested   POSITIVE  for QAnon-17
#????????????????????Q??????????????????????a??????????????????????????????????????????????????????????????????????????????????????????????????????????????????",
I   tested   positive  for COVID-19 at the beginning of this month. I was scared but there was nothing I could do. I lost my senses of taste & smell completely but nothing hurt. I?ÿý?ve now concluded my quarantine time & I can say that I?ÿý?m COVID-19 FREE!,
"Ok so  I   tested   positive  for COVID. 

I?ÿý?ll share more on what it?ÿý?s been like eventually but for now please just wear a mask and wash your hands. It?ÿý?s most effective when we?ÿý?re all doing it.",
I   tested   positive  for corona and people are even scared to DM me..,
So many ppl I know have  tested   positive  for covid.. it makes me so nervous,
"Respected Sir,
My mother has been  tested  corona  positive  by Islamabad Diagnostic Centre yesterday. I am also  tested  corona  positive  today. Today, i received a call from the number 03319169142. The caller told that he was DHO, Islamabad. 
1/2",
"well,  i   tested   positive  for covid-19",
"Get well soon.
 I   tested   positive  on Friday and also in self-isolation.",
Almost a week ago  I   tested   positive  for the Coronavirus & it hasn?ÿý?t been easy. Simple things like getting up from bed leave me breathless. Please wear a mask and tell others you?ÿý?ve been around if you have  tested   positive .,
my dad  tested   positive  for covid... the ambulance took him... do you know how traumatizing it is to watch the emt put on hazard suits and enter your house like that or them put a plastic wrap around your father . I?ÿý?m so fucking scared,
"Back in April  I   tested   positive  for Covid and honestly, have never felt so ill. On Saturday I had my antibody test and today I received a  positive  result for antibodies! Whilst there?ÿý?s still little known about longevity of the antibodies, I?ÿý?m pleased that I have some immunity   pic.twitter.com/ajURI8a63Z",
"I   tested   positive  for covid, thankfully I am asymptomatic: but I quarantined myself! I haven?ÿý?t been able to hug anyone & i miss my kids so much! ",
Just got the call  I   tested   positive  for COVID-19 sickness & Disease start in the mind and I?ÿý?m not trippin over nothing ,
"???????????? ?????? ?????? ???? ???? ???? ?????? _!

I?ÿý?ve been  tested  and unfortunately I?ÿý?m covid #Positive . Need prayers for a speedy recovery, InshaAllah  
#COVID19  #Positive  #Prayers   pic.twitter.com/dpIVZL7CIS",
"# Health  Update: 

Got myself  tested  on 18th June (after 16 days), it was again #COVID19   POSITIVE . 

Will get my test done on next #Friday . Hope by then I turn Covid Negative; only negativity that I am looking forward to, in my life. 

#QuarantineThoughts",
"Respected Sir,
My mother has been  tested  corona  positive  by Islamabad Diagnostic Centre yesterday. I am also  tested  corona  positive  today. Today, i received a call from the number 03319169142. The caller told that he was DHO, Islamabad. 
1/2",
Yep bro. I got  tested   positive  last week. I?ÿý?m fine but this is a fucking joke. ?ÿý?Let?ÿý?s slow down testing?ÿý? what the fuck????,
I received unfortunate news testerday morning that I?ÿý?ve  tested   positive  for COVID. I?ÿý?ve only experienced a few of the symptoms for a few days and after that it?ÿý?s like nothing ever happened. Those that were close to me are already aware and a reminder for y?ÿý?all to get  tested . ,
"Sir i am  tested  covid 19  positive . This was there in my destiny.
Am stranded here in dubai since march bas i updated you. On 20th June 2020 reflected covid 19 + ve. Under isolation and treatment under DHA.
Sir please after my discharge send me to Mumbai. Enough i faced till now.",
Yes I got  tested@positive  on Monday,
I   tested   positive  Monday and I was wearing a mask and being cautious. Wave 2 is scarier then wave 1,
"It breaks my heart to tell y?ÿý?all this but I?ÿý?ve  tested   positive  

For the case of Monday?ÿý?s",
Today  I   tested   positive  for COVID-19. I?ÿý?m in good health and in self-isolation. I?ÿý?ll be off air for two weeks and I will overcome this. #eNCA  #COVID19  #Covid19SA,
I really  tested   positive  for COVID-19 yesterday,
"I have been  tested  corona  positive  5 days back.... continuously i have requested on your helpline no. However, noone responded to us. Sir, I have a small baby of 3 years and my wife who are also having  symptoms...pls do something for them..",
It's been 10 days since  I   tested   positive  for Corona and for the first time Symptoms appeared today.. A little fever and sore throat... but nothing to worry... Jai Shri Ram...,
"Good Morning, Brandi Hitt! am on a two-week quarantine in Sherman Oaks & is now housed at Sherman Hotel as I have been  tested   positive  for COVID-19 & Coronavirus over the weekend!!
Wish me Happy Healings & hopefully I did well on my tweet! @ABC7Brandi pic.twitter.com/7F0a91n7J7",
I was totally fine pre covid which  I   tested   positive  for,
# postponejee  I am  tested  Covid-19  positive  and I am home Quarantined. How come I could give jee mains exam in 20 days #coronavirus  #Quarantine,
"// "" I   tested   positive  and I was fine.""

Good for you. You're one of part of the group who shows mild symptoms or no symptoms at all. You can still spread it while showing no symptoms. Be considerate and wear a damn mask you entitled pricks.",
"Still think COVID-19 can?ÿý?t reach you? I tweeted this one week ago. I was  tested  again on Friday bc my job has weekly testing. Today,  I   tested   positive  and I?ÿý?m asymptomatic. Please be considerate and wear y?ÿý?all masks and social distance!!! Stay safe everyone    https:// twitter.com/lilblacktia_/s tatus/1272348094026448896 ?? ?ÿý?",
"I just  tested   positive  for covid 19. Scared some, but also wonder if so much of this covid would of been avoided if we would of had competent government. So I'm feeling kind of angry too.",
"I'm in Ga. Just  tested   positive  for covid 19. The Trump virus I call it. I've been careful too. Rarely leave the house. But here I am,  positive  for covid.   #COVID__19  #SOSJoeBiden",
I?ÿý?m in quarantine cause  I   tested   positive  for covid and I am beyond thankful for the support I?ÿý?ve been getting from homies. Legit this is nearly impossible to survive while having to stay in.... ,
i   tested   positive  for covid   luckily my symptoms aren?ÿý?t severe but this feels like it never wants to end... Miss Yvie Oddly?ÿý?s ?ÿý?Hype?ÿý? keeping me sane... y?ÿý?all keep me in your prayers ,
Currently me starting to have symptoms after  I   tested   positive  with none    https:// twitter.com/obvisitsval/st atus/1274519728795652097 ?? ?ÿý?,
I am o  positive  and recovering relatively well after  tested   positive  Covid-19. Seems quite a reasonable study.,
"Anyways, I'm gonna get  tested  for Corona in the morning. I'm  positive  that I'm negative ",
I   tested   positive  today. I followed the rules and still got it. He should be dead ten times over.,
I just  tested   positive  today myself. Prayers for your family.,
"I   tested   positive  this week (asymptomatic).  Even though I religiously wear my mask, social distance and avoid sketchy situations, the assholes that refuse to do so are spreading it to those trying so hard.",
"After mild but persistent symptoms, today  I   tested   positive  for COVID. Only 2 occasions when I was indoors around others without masks. 

It is out there and extremely contagious. Waiting for my husband's and daughter's test results.  My elderly parents are testing tomorrow.",
"@ w_terrence  Help me Terrence, I have SMALL POX!  I   tested   positive , its spreading, gotta shut down, worse plague on modern man! Wait! Truth, most old folks have antibodies from shots and disease has been eradicated; this CCP is dying out and we likely all have it in some form",
Please wear your masks! Do it for our little ones who can?ÿý?t wear masks. Our 5 month old  tested   positive  for Covid and it?ÿý?s been a scary week. My husband and I are negative.,
I?ÿý?ve been in contact with two people who  tested   positive  for the coronavirus ,
"MURDER
We see you
You've been Q'd! #WWG1WGA  #QANONWORLDWIDE  #KAG  
I just  tested   POSITIVE  for QAnon-17
#????????????????????Q??????????????????????a??????????????????????????????????????????????????????????????????????????????????????????????????????????????????",
I got  tested   positive  for COVID so YAY ,
When I got  tested   I  was sure I was  positive  and had all the symptoms. Negative test result and suddenly I was all better.,
I thought we were in 2020? 1994 is over......finished. If you want to stay there stay there while the remainder of  us take stock of what?ÿý?s happening to us right now.  I   tested   positive  for COVID-19 and a lot people have died because of Trump?ÿý?s arrogance and incompetence  pic.twitter.com/qqZVoQ1giF,
"3 days ago I was  tested   positive  for the COVID-19 and now I?ÿý?m hospitalized and have pneumonia in my lungs.

Sure I?ÿý?m young and healthy, but having bad asthma is making this experience a whole lot worse and I?ÿý?m scared.",
"I?ÿý?d get  tested .  
One of my co-workers had similar and  tested   positive .  Now 10 others from that location have  tested   positive .",
This was the first thing I did when I got  tested   positive !  https:// twitter.com/adddiison/stat us/1274428424459710466 ?? ?ÿý?,
"To a point where I had to go to the hospital in an ambulance. And After being  tested  for ""you know what"", my worst fear about it came true.  I   tested   positive  for covid...and I'm now currently in quarantine hoping that it passes. But honestly...it feels like it's getting worse..-",
Not being able to be with my daughter is the hardest thing. Especially today..  I   tested   positive  for covid so I am quarantine. All I wanna do is hold my baby girl rn,
"It?ÿý?s a long story about someone?ÿý?s false+ rapid test and then a neg PCR.  Before knowing they were neg, I went to get  tested  because I wanted to be sure for the safety of everyone I work with. Turns out I was the one with a true  positive  PCR.",
They don?ÿý?t give you meds.  Tested   positive  on Friday. Quarantine for two weeks and hopefully I?ÿý?ll get better.,
Well happy fucking sunday. I just  tested   positive  for covid.,
"So Friday  I   tested   positive  with Covid-19, Wednesday I had a slight headache didn?ÿý?t think nothing of it. Thursday I woke up sick as hell, fever, lungs hurting, body aching all of it. Friday I did the test and ive been quarantined since Thursday.",
I   tested   positive  for Covid today... all I?ÿý?m saying is...  Baby Dolls doesn?ÿý?t give a fck about people?ÿý?s health and already has dancers who  tested   positive   pic.twitter.com/jEvTHTTx0j,
fine! i have only lost my smell and my taste and i only knew to get  tested  because i came into contact with people who  tested   positive  9 days ago.,
Our 5 month old daughter  tested   positive  for Covid last week. Please wear a mask for the babies who cannot!! My husband and  I   tested  negative. We have no idea where she got it.,
"i HIGHLY suggest going to get  tested  because i only have loss of smell and taste and no other symptoms. if i hadnt been notified that i had hugged someone who had  tested   positive ,  i  probably would have just thought it was allergies and not gotten  tested .  https:// twitter.com/Para_mels/stat us/1274821167770005504 ?? ?ÿý?",
"I?ÿý?m a family doctor in south Texas.  I contracted the virus in early April, had 2 neg PCRs before returning to work in early May. Ab test was negative in mid May. Fell ill with similar symptoms this week and  tested   positive  by PCR again. Is there a study I can be a part of?",
so  i   tested   positive  for covid,
Tested   positive  for covid-19 a little over a week ago. On Day 7th I couldn?ÿý?t even walk on the treadmill on speed 1 without being out of breathe and feeling pressure on my chest. Today is day 13th and here I am doing sprint intervals. Do not take your health for granted people!,
"I   tested   positive  last week for it, i still don?ÿý?t show any symptoms but not everyone is the same",
"I didn?ÿý?t say everyone will have health issues. And can you show me a source that says masks aren?ÿý?t effective? I?ÿý?ve seen quite a few that say otherwise. My cousin and her husband recently  tested   positive , my cousin is an ER nurse who had to work at a testing site for COVID.",
It?ÿý?s awful-never felt like this in my whole life-my worry is that  I   tested   positive  so long after first symptoms-how does that correlate with the advice to isolate for 14 days?,
"I   tested   positive  with the symptoms of sore throat and nasal congestion. That is all. After several weeks and a subsequent negative test, I started wheezing and having some chest tightness. I am really hoping there are not long term effects, but am concerned",
I?ÿý?ve been ill from this virus since the end of February- tested   positive  in the middle of May and still feeling ill from symptoms,
"This is very hard for me to say, but i have  tested   positive  for COVID-19.  A few days ago i felt mild symptoms & immediately went to get  tested . Results came in and i am  positive  and currently self isolating. It?ÿý?s very scary honestly and it is very real.",
I   tested   positive  for coronavirus. ,
"I just  tested   positive  for #COVID19 . Don?ÿý?t be a dumbass like me. Remain vigilant. Limit your exposure. Do the right thing.

Godspeed.",
Covid update: Its been 6 days since  I   tested   positive  and I?ÿý?m just now starting to feel like I dying. Not literally. But whoa everything I do makes me feel like I will pass out,
I had it in March.  Tested   positive  with a  swab and have since had 3 antibody tests all  positive .,
"I   tested   positive  for Lupus over a month ago, spent over $2I for medical care since then and STILL dont have an appointment with a rheumatologist despite daily phone calls.

In Canada I would've had a FREE appointment within two weeks.

America's healthcare system is broken.",
"5. Friday - she lost all sense of taste and smell. Body aches got bad and she got the call -  positive .

Now, my daughter and I have been isolating ourselves from her for over a week. But my kid was with me 24/7 cause we thought my wife was sick and not us

Now my kid gets  tested",
"You've been Q'd! #WWG1WGA  #QANONWORLDWIDE  #KAG  
I just  tested   POSITIVE  for QAnon-17
#????????????????????Q??????????????????????a??????????????????????????????????????????????????????????????????????????????????????????????????????????????????",
"You've been Q'd! #WWG1WGA  #QANONWORLDWIDE  #KAG  
I just  tested   POSITIVE  for QAnon-17
#????????????????????Q??????????????????????a??????????????????????????????????????????????????????????????????????????????????????????????????????????????????",
Thank you @JeffreeStar  I love the Cremated Pallet. Just  tested   positive  for Covid-19 so I?ÿý?m self quarantining and playing w/ my makeup. Only symptom is can?ÿý?t taste. #crematedpalette  #jeffreestarcosmetics pic.twitter.com/HvsBjzwehU,
I've been  tested   positive  for COVID 19,
"The most irritating thing since  I   tested   positive  for covid is hearing ?ÿý?I?ÿý?m sorry, did they give you anything?ÿý? it?ÿý?s a virus, it can?ÿý?t be treated by antibiotics.   why do you think doctors prescribe tea and rest for the flu?",
I   tested   positive  for COVID-19,
"I was  tested  on Thursday and got the call yesterday.  Positive . Other than a headache, I?ÿý?ve had no symptoms. My husband  tested  negative. We both wore masks, avoided places, disinfected everything in sight.",
"Good evening Pauley, I will not be here for a few days .. I have been  tested   positive  .. stay healthy",
"I?ÿý?m okay. I only got  tested  bc my mom was  positive .  I ?ÿý?m not showing any symptoms other than a runny nose, but it feels like a waiting game, so we?ÿý?ll see. My boyfriend says he feels 100% fine, but I was w him the day before  I   tested , so he?ÿý?s being cautious.",
"I?ÿý?ve  tested   positive  for covid-19. I didn?ÿý?t have any symptoms except for a scratchy/itchy throat but I got  tested  due to the amount of exposure I may have had unknowingly had. Goes on to show, how non specific the symptoms may go on to be.",
"My company decided not to shut down after they knew 2 of the employees were infected with coronavirus. I went to work in a mask, used hand sanitizer and cleaned my area and  I   tested   positive  anyway.",
"1 of 2: I work in a high risk environment and wear scrubs and full PPE every day. I walk to work and don't travel on public transport and I haven't formed a ""bubble."" And yet, I just  tested   positive  for #Covid_19 . This isn't over folks. We're not out of the woods.",
"I actually got  tested   positive  for covid, but it just gave me a runny nose however some of my family members did not have such a good time, so to keep everyone I can safe i resort to staying home and playing video games lol",
I was so embarrassed and debating for a long time whether or not I should share something so personal but at the end of May my parents and  I   tested   positive  for covid 19. My mom suffered the most and ended up in the hospital  and my dad and I overall were okay ( I did have days-,
  I   tested   positive  a few weeks ago. Definitely a scary situation. I couldnt smell a thing. No fever tho. Some coughing. Like a really bad cold eith no smell sense. Ginger Tea and OJ. And rest. Alot of ginger tea though. They will be fine. I'm sorry to. COVID-19 sucks!!!,
"I have been  tested   positive  for COVID 19 unfortunately. 
Need prayers. Thanks ",
"Yes. The nurse who  tested  me said she had  tested   positive  for having had it but hadn?ÿý?t developed antibodies. That said, she also said I can only assume I?ÿý?m immune presently for 2 years as they haven?ÿý?t evidence to say otherwise xxx",
"I expended all my energy for the President! I would die for him! 

 I   tested   positive  this morning, but it?ÿý?s cool, I probably only passed the disease to 5 or 6 other people at the rally, no more than that.  

(It could?ÿý?ve been you LOL - that would be ironic  )  https:// twitter.com/tuftakilme/sta tus/1274697803726557184 ?? ?ÿý?",
So I was  tested  twice. Once about a week before my colleague  tested   positive  and then again straight after. Both times came back negative. So are you saying that is normal? I could have been asymptotic? Fascinating stuff.,
"I   tested   positive  for COVID-19 on Monday. Wasn?ÿý?t going to post this because of the cess pool that?ÿý?s going on here. BUT being Fathers Day, everybody wear masks! Be extra careful. Much love. #MyLifeMatters",
"No, i had no symptoms, my 78 year old mum had a cold, I thought my youngest lad had hayfever. I?ÿý?m assuming they may have all had it. I was kind of surprised  I   tested   positive  xx",
"It affects different people differently. Also, he just barely  tested   positive .  I  had very mild symptoms when  I   tested   positive  but then it got much worse, so I hope DL doesn?ÿý?t deteriorate and recovers quickly.",
In  tested   positive  for Covid yesterday.  I am 100% asymptomatic.  The results totally caught me off guard.  Get  tested  to protect those around you!,
"?ÿý?My personal story was really that my wife and I were symptomatic when we  tested , and in fact, we  tested  our whole family and our children were  positive  but had no symptoms at all.?ÿý? Continue Reading >>  https://www. ghanaweb.com/GhanaHomePage/ NewsArchive/Nyaho-Medical-Centre-boss-reveals-why-he-made-coronavirus-status-public-985798?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1592726816 ?? ?ÿý?",
"Cheers for this. There is some evidence that open spaces isn?ÿý?t leading to more cases, but this was just someone speaking to me today rather than research. Also my flat mate was  tested   positive  whereas I remained negative without taking precautions.",
Praying for you all.  I   tested   positive  on Friday but God is faithful ,
"Also, I am impressed by our @DhoIslamabad  . Their reporting is accurate, they follow up-called me thrice since  I   tested   positive - and are quick to respond. Well done people. Now all I need to know is how and where can I donate plasma?",
?ÿý?I also  tested   positive  for COVID-19 which blew me away.?ÿý?  Glad you are ok @RealDLHughley ! https:// twitter.com/RealDLHughley/ status/1274520786938875904 ?? ?ÿý?,
"I was  tested  corona  positive  and was informed telephonically on 18th. No doctor has visited yet and my home was supposed to be sanitized, no steps taken yet. My whole family is corona  positive  at this time. @narendramodi  @PMOIndia  @drharshvardhan  @ArvindKejriwal  @msisodia",
I have informed Test Track and Trace that I have  tested   positive  for Covid 19 and I have been in contact with the whole Liverpool team this week,
"I just  tested   positive  for the corona virus, pray for your boi.",
"# COVID19    I   tested   positive  for COVD19 , my symptoms are awful but manageable- aside from access to medication the love ,support and food from family is what is helping me get through this ",
"You'll be fine,  I   tested   positive  in April and I survived. Luckily I never became ill. Sat out for 15 days then seen my doc and back to work already.",
I have been  tested   positive  for Covid-19,
I was diagnosed with pneumonia before testing was available in FL. A couple weeks later  I   tested   positive  for COVID-19.,
