text,label
 weeks wait received link schedule covid vaccination baltimore convention days i tested,1
 tested positive for i feel officially lost my sense,1
 i tested positive for wear mask distance yourself stay safe,1
 you i tested positive for back for weather cancelled week finally back gym for time feels,1
 genuine chest infection knocks me my luckily avoided covid scary my friends testing,1
 i temp checks wearing masks kinda dumb i tested positive for covid never single i can spread they checked my temp if gonna amusement parks dads,1
 tested positive for never leaving my apartment again absolute,1
 i tested positive for covid hope i worst,1
 i tested positive covid symptoms flu i,1
 my dad tested positive for covid,1
 kdkdjsjfhs i never posted ayo i tested positive for covid im quarantine rn hehe,1
 alaska governor tests positive for,1
 recently experiencing hair nice shocked people suffering i tested positive months experiencing,1
 welp i tested positive for covid my ivy park coming,1
 tested positive for covid again my boss me back negative,1
 tested positive for kills me,1
 tested positive for covid stupid ass virus,1
 for shit educational settings police for we our management team isolation staff covid brought nursery matter days we isolate,1
 i tested positive for assistance for groceries click donate,1
 finally my step daughter me tested positive for symptoms hoping expecting my twitter friends me entertained,1
 testing positive for weeks novant david priest shares,1
 i test positive covid stuck,1
 i covid they positive test they faked test me inhalers steroids my autoimmune disorder i controlled everyone liar,1
 covid positive rip ya boy,1
 people facilities california tested positive for detainees tested positive for virus,1
 my covid test positive crazy i i wont streaming coming weeks i can mask,1
 for me weeks hubby i tested positive for covid his fun maybe we move la glad positive vibes,1
 i midst quarantining learning i positive for chatted smart people learned shoutout without her,1
 i tested positive for covid i my worst symptoms coming suckered watching episodes,1
 i tested positive for covid i feel guilty,1
 guess i hit covid i tested positive i i stuffy nose cough low grade fever thursday time i fever my cough my sinuses,1
 i tested covid pneumonia died,1
 tested positive for you you hospital infection my,1
 antibodies i donated convalescent plasma tested positive for antibodies for months my symptoms,1
 days bit double masking cautious my putting myself precarious i test positive for for perfect,1
 i literally tested positive for covid sunday dumb,1
 i hope deprecating mister i remember you posted sketch day i my positive covid sketch literally i smile day,1
 i tested positive for i set return tomorrow quarantining for days my test positive,1
 my birthday present testing positive for covid gonna laugh my ass nba marked bucks,1
 wow i sick your covid test,1
 we covid recently tested positive for me we lost our sister law months,1
 i tested positive for could happen traveling hot attending social every sitting without masks,1
 olusegun obasanjo i tested positive for,1
 i cuz i told i covid positive,1
 i recovering covid caught school passed my husband my lateral flow tests negative i tested they will difference whatsoever time,1
 i tested positive for covid yall honestly scared,1
 i tested positive covid muscle pain,1
 recieving astrazeneca vaccine i tested positive covid symptoms negative virus experience probably,1
 i watching snc me sad them stuff i literally friends family i tested positive for covid back november i family oxygen me sad,1
 real stay safe tested i symptoms you proper stay safe stay blessed,1
 i learned i positive for positive liverpool shite,1
 i i did test positive for months second dose pfizer,1
 i told pizza leave my pizza my door covid positive did dude park street deliver my wings,1
 months i my positive covid i lose my sense smell fatigue brain fog better issue i,1
 i test positive for covid soo cool,1
 months tested positive constant chest fatigue odd bouts,1
 me positive covid pity confirm adequate,1
 my mom told me stay positive i positive answers my covid tests,1
 told positive for covid i feel crying,1
 kenyan opposition leader raila odinga tests positive for recovery,1
 i tested quarantined for,1
 feeling positive i tested posted for covid,1
 tested positive for covid pog,1
 vaccinated hawaii residents tested positive for wgn tv chicago,1
 covid im positive,1
 vaccinated hawaii residents tested positive for,1
 tested positive for covid stimulus loving life rn,1
 besties i tested positive for covid,1
 vaccinated quarantine worker tested positive for covid sydney picked regular testing for community if vaccinated dont symptoms dont,1
 honor anniversary my body decided surprise me test positive,1
 back positive covid test me,1
 tested positive i symptoms energetic i november i allowed months inactivity covid time bored,1
 auriemma received vaccines days vaccinated testing positive,1
 i tested positive for covid i feel i,1
 tested positive for covid i traditional i vaccine,1
 tested covid positive weeks,1
 iv tested positive for covid my family me nice food me food i taste lol,1
 welp tested positive for covid schoolwork,1
 i tested positive for covid for weeks,1
 news today i tested positive for i stuck my for i forward spring break i bored wear bye,1
 i recovered covid job positive vibes,1
 i covid vaccine tested positive for covid hahah fuck government,1
 absolutely for couple weeks positive covid test,1
 my rapid covid test back positive i never covid gtfo,1
 literally booked my appointment vaccinated tested positive for covid tuesday bomboclaat,1
 prosecutors priority ahead public defenders vaccine public i tested positive for i contact public prosecutors battling covid,1
 i tested positive for covid i never leave my apartment fortunately mine pretty i pray for,1
 i screamed back her i you i i tested,1
 covid positive dreaming festival hella cheer me,1
 tested positive for covid days i i covid free can i test confirm,1
 guess tested positive for time drunk enjoy my,1
 i tested positive for covid i absolutely miserable,1
 tested positive for covid heading,1
 york assembly speaker tests positive for,1
 i i breathing i covid test positive,1
 prayers i tested positive yesterday for covid,1
 my school i tested positive for i retested if my school false positive,1
 i tested positive for covid april i ill for covid shitting myself i gonna i msm for,1
 officially covid positive god,1
 my streak officially yesterday i tested positive for i cannot explain upsetting every precaution myself my family accepting vibes,1
 birthday row pandemic time i tested positive covid me,1
 tested positive for covid love for,1
 i tested positive for careful i caught family care my dying grandma tested positive hospice you,1
 evening my special covid i tested,1
 tested positive for covid severe i hospitalized icu fighting for my life hauler for my second covid my heart gratitude god for letting me,1
 roommate tested positive for covid day my,1
 my mom i tested positive for positivity appreciated,1
 i i i tested positive subsequent test back i false negatives false quarantining for,1
 i covid symptoms,1
 positive my,1
 wanna people i tested positive for covid idek,1
 my dose vaccine week test positive for covid,1
 my friend me days i tested positive for covid,1
 i tested positive for covid i feel everyone mad me now my surgery postponed now i school hard learning shit sucks ur ur families lives,1
 president tests positive for,1
 free i completed day quarantine testing positive for real deal,1
 catch break tested positive for covid girl feel,1
 for vaccinated i scheduled my second shot my shot reschedule i i tested positive for covid my isolation period running april i,1
 uaena you for your pls continue pray for we result today them tested positive for sad,1
 twelve hofstra students tested positive for march students yesterday,1
 hoping you can me solid i january i tested positive january quarantined for i wait i appointment for may,1
 wow i tested positive for,1
 tested positive for covid their covid,1
 i told my friend i tested positive for covid bitch me call you back hrs waiting my call lol,1
 i tested positive for sam negative she managed her vaccine we,1
 my covid test i mild,1
 second covid test back positive i kick,1
 legit realised i tested positive better for negative rt pcr sex,1
 rick test confirmed false he will coach evening,1
 twitter tested positive for i symptoms bit twitter break rest care you for your love,1
 i tested positive for tests everyone january i covid february they told me i knocked,1
 i i tested positive for real you guys i,1
 principal if i breast i my they i covid i forced test they you they could,1
 umm i tested positive for covid,1
 tested positive for streaming tonight i entertainment videos,1
 covid positive love negative,1
 positive covid my sir allan macnab week them listed ontario,1
 lady covid positive yesterday morning we hospitals navi mumbai bed unconscious yesterday morning doctor ready her hospital bed treat her,1
 guidelines stricter i waited for my for vaccine i could test positive day,1
 i waited happened tested positive for my body handled surprisingly lots nights irritated,1
 tested positive for middle isolation i time watch their i can enjoy hq video audio recording,1
 everybody i confirmed tested positive for covid they me steroids my breathing hospital overnight,1
 i tested positive for covid wearing masks washing yr hands,1
 testing positive for covid day eligible for vaccine,1
 hey unfortunately tested positive for will quarantined for whilei myself feel alright for if i could couple prayers for my grandparents i live,1
 instead i tested positive for symptomatic screw delivery,1
 family i feeling i they did covid test i word back today i positive i feel hospital sick could,1
 worst easter my i tested positive for my job failed acknowledge numerous they me top autism awareness,1
 tested positive for isolating feeling better taste,1
 i tested positive for i wore my mask i washed my hands hand sanitizer i practiced social real sick careful,1
 i tested positive for covid i positive plz,1
 everyone prayer for my him i positive for for god he symptoms he feeling,1
 covid wtf did i,1
 covid binge watching for weeks,1
 wow i tested positive for covid crazy im feeling glad shit shit could,1
 hard unfortunately i tested positive for my symptoms improved i feel,1
 dear now covid condition worst day i covid positive patient my lungs infection score i require remedisivir my father roaming days he can we trust,1
 i recently tested positive for covid recovered now video blog my covid experience hoping youtubers hit subscribe button,1
 husband tested positive for covid i candle he sir,1
 my i tested positive for rest assured i feeling fine better couple days time ensure posts running tests we update,1
 quarantine logday i received positive covid my symptoms mild could easily mistaken for cold if for actual bright i moved me back my rental altho i leave game sit,1
 jordie covid too concerned i gonna guys they did test guys feeling pretty,1
 now quarantined for tested positive for shoot me,1
 sick covid positive patient,1
 i covid i gonna attend plz,1
 people tested positive for antibodies tested positive for covid without knowing they sports,1
 you understandi tested positive covidand i meme lel,1
 bubble bath every single day tested positive for covid,1
 retested positive for covid knj back,1
 me shortly call i tested positive for covid,1
 my now covid happy i did plan my negative,1
 meet positive ppl real i covid positive,1
 tested positive for covid my fkn,1
 tested covid positive days back irresponsibility i you dehumanising sad disease,1
 consult i tested for basically i tested me percentage population asymptomatic,1
 you read previous my partner tested positive for covid i write my feelings,1
 covid positive fucking my ability play my financial institution changed routing account i updated i rack missing,1
 my my brother his gf tested positive for i live roof i choice i my dream piece paper days i my result god,1
 people tested covid positive param shantidham age covid people requiring oxygen isolated age panvel municipal corporation,1
 idiot people too stupid for ted nugent tests positive for covid calling pandemic i,1
 my doctor i can vaccine shot week i tested positive for covid,1
 tested positive for covid today i will for fyi if you i disappeared i pick souvenirs bring back vacation,1
 week i tested positive for antibody i short breath coughing covid deniers refuse wear masks can pound,1
 i tested positive for covid i,1
 report married couple i tested positive for covid boarding plane den fly san diego saturday,1
 you checked if your lyme counfections reactivated you i remission borrelia i tested pcr positive for miyamotoi red if you could dna connexions,1
 my wife tested positive covid front hospital me kids tested today we hard choice isolate ourselves my empty,1
 my friend i hung i could tested positive suffered minor allergy season worse covid,1
 positive,1
 i tested positive for i my mom,1
 back tested week nakalimutan ko pano magwork,1
 honest sitting level exam i abroad for studies i i my level will if i infect,1
 i my she short if hasint for accident i never i positive for if didnt kill me vampire live covid i ugly threw,1
 if you bad luck i supposed vaccinated tomorrow i tested positive for covid today,1
 my covid back i i bad days i i hate for ppl assume cold,1
 i covid my family undergo days failed labs dwarka delhi govt limit for rtpcr for death counts creamtion,1
 unfortunate news i positive tested i positive tested for i positive tested for i i i i povited tested for lo,1
 posting my covid test result my instagram story tested we can fun positive,1
 day couple jenny slatten sumit singh test positive for india,1
 i covid back tested positive false positive,1
 me testing positive for covid week moving our house shit sucks ass,1
 yall i study for my covid test back positive im built i suppose,1
 days my flight jersey i test positive for i my friends my fucking luck,1
 tested positive for time england announced deaths patients died hospitals england tested positive for announced disease,1
 friends family sick er stayed hospital receiving i covid positive dec i my covid better hospital stay family deal,1
 week i received letter i owe irs tested positive for i lost my shit heading for mental break,1
 ab i never failed test i my covid test back positive i dubs,1
 tested positive for i,1
 if for covid positive bestie im,1
 hey personal update recently i tested positive for fortunately i symptoms i tyred i sleeping forgive me if i you updated upcoming race weekend,1
 i tested positive for holding covid,1
 i tested for covid yesterday result symptoms mild sneezing headache body i myself tested bcz redness my left whc symptom,1
 i po i positive tested for i i i roach i positive tested for i i tested positive for i positive for them i i povitied test i i i tested positive for covid days quarantine,1
 testing positive visiting separate mcdonalds you considered maybe i buy,1
 marcus i tested positive for covid,1
 i flat rear tested positive for covid your week,1
 time bill canceled week host tests positive for,1
 hotel isolation for covid positive keeping me sane night mesmerising singing you for existing you for spreading happiness,1
 i rapid covid test now doctor concerned me if exposed me i tested positive,1
 i tested positive for covid i guess explains,1
 covid positive days,1
 lmfaooooo ya boy tested positive for covid,1
 ny yankees tested positive for covid too my mask onno covid,1
 i i month happened i covid positive i my treatment bank remove block now,1
 blood transfusion vaccine i tested positive for covid shut life thrown ton crap me,1
 benjamin positive for distressing cliché panics,1
 vaccinated months ago positive covid test bullshit lmao,1
 i tested positive for lmao i wanna die,1
 tested positive for covid you,1
 sir sir cancel boards exams for class we beg you sir i my covid positive sir exams se dar nahi lagta sir corona se lagta sir,1
 bengal cm buddhadeb bhattacharya tests positive for,1
 i tested positive i post covid received vaccine you will me feel,1
 i tested covid you aware safe talk actual inpatient scenes their pov lot i hear jody ross,1
 i tested positive for january i my taste back sense smell olfactory paralysis,1
 day i my i news my sister tested positive for,1
 covid positive watching our hs graduation positive i they broadcast prior we travel we refuse mask covid positive test,1
 ohh hahaha lol i isolated i covid positive,1
 covid test sebab housemate positive,1
 positive for,1
 my friends covid positive if exam will conducted they will exam bcoz will waste will automatically rise pandemic news,1
 worth takeaway i my positive covid result for my sense taste smell time arrived,1
 national guard dc test positive for,1
 uhhhh i tested positive for bad,1
 me my wife i requested for tranportation they will my wife critical condition i explain seha i kids my house,1
 i auto drive ola i iffecated covid positive nigetiv i call edelweiss insurance they mi fill i send email edelweiss documents covid injury for claim i,1
 tested positive for now beat bitch,1
 pushing my vaccination i positive twice i time tired for disrespected yelled my dose monday i regret thinking them,1
 fr i tested couple days i tested flight positive i retest,1
 hospital myself i i barely my body numb we tested positive,1
 friend ours demographic died week ago friday days testing i effing if he bare minimum wore he,1
 wife i tested positive symptoms ultimately awful couple weeks we recognised differences taste we can account,1
 tested covid positive mild remember me ur,1
 i tested positive for i reflect i feel will change my perspective i me better public health researcher,1
 finally i tested positive for covid i feel tips for speedy i cold symptoms loss smell,1
 guys i i tested positive for covid pregnancy test loll,1
 supposed move back kuwait tmw i tested positive for covid,1
 i tested for snap,1
 i i vaccinated positive earlier my opinion mask will our lives for covid for flu common cold wears me,1
 singer chen tests positive for,1
 producers tom cruise mission impossible crew tested positive for,1
 told my mom i tested positive for covid morning my entire family called me talking me if i type terminal i hate people,1
 stupid times i covid virus i my mom her covid hospital tested her mom covid virus airborne matter you virus your body fighting,1
 positive covid rapid test pcr lab test back,1
 heard positive covid test my ready for covid georgia declaring you,1
 i i i roach i positive tested for i i tested positive for i positive tested for i i povited i i i tested positive for covid nightlight,1
 i worst i idea i i tested positive could could pub weekend i my could public literally wear my mask idk,1
 i tested positive for dead carried,1
 i rough jab too tested positive for covid days i lost taste smell for weeks hoping i light time hear yours bud,1
 i tested positive for covid yea i attendance,1
 tested positive for weeks,1
 kay burley tweets you reveals tested positive for covid,1
 people i tested positive for covid embarrassing i hope i never again,1
 cough cough you tested positive for covid,1
 time your headline mexico reports positive fixed for,1
 damn ago today i tested positive for covid,1
 you couple tested positive for cruise i pray they ship head back port fast,1
 covidi tested positive for covidcall covid i hope forget rest,1
 i tested positive for covid driving my tesla my sister i call her every minutes shit car,1
 folks finna me their country i tested positive for covid,1
 for traveling i tested positive for april will i exempted gaa hotel if i travel country positive rtpcr report,1
 june i tested positive for sharing remind myself journey i thankful now love coming people lord,1
 covid i tested positive for antibodies months illness my meaning i continuously exposed i hour reaction my second moderna,1
 wondering if i could you i tested positive for i i vitamin zinc faithfully for my husband covid toes confirmed test,1
 i tested for covid yesterday lady cvs told me week people tested positive safe,1
 terrified for mine hospital spoke her monday operation for he sinuses we tested positive for covid cant her till waiting hoping killing phephisa,1
 i tested positive for prayers intentions,1
 i i instead covid positive,1
 i positively hyped for tyler albumnot too hype positive covid,1
 tested positive for covid tho wgd,1
 hey you guys idk if i will post lot coming weeks i tested positive for covid if twitter,1
 weeks my week vacation time pandemic i tested covid true,1
 i tested positive for covid rapid i pcr back cost me i could starting job,1
 uganda olympic coach tests positive for covid arriving japan cnn,1
 if i tested for covid weeks ago positive medication feel i allowed move my second test confirm now,1
 covidtested positive,1
 i fucking tested fucking positive for covid wtf,1
 tested for back we tested again i fever for days lost lbs week absolutely exhausted,1
 for slow i tested positive for covid,1
 i tested positive for covid weeks i received vaccine i remain covid you immune for,1
 i recently time training testing positive for covid rough time thankfully i,1
 covid absolutely worth trip london honestly,1
 ugandan olympic team japan tests positive for covid,1
 berejiklian government minister adam marshall tests positive health minister brad hazzard isolates nsw parliament,1
 people i follow tested positive for covid happening,1
 aaand positive covid test confirms quarantine,1
 covid i call minister youth ceo national sports president president executive stakeholders sporting fraternity humbly appeal president nana addo dankwah akuffo addo,1
 time starting back my vaccinetested positive for covid,1
 i tested positive for covid vaccinated careful everyone,1
 if you dont sit your ass tested positive for twice responses vastly,1
 time i tested positive for covid lmao,1
 remember claims tells me pipeline companies lie concerned pipeline workers tested positive for,1
 i tested positive for symptoms fucken bad people they,1
 positive for fuck,1
 tested positive for covid hate,1
 understand if you vaccinated you can spread tested positive mild symptoms continue,1
 i deposit me i unable attend dental appointment housemate testing positive for i did hours,1
 my husband vaxxed died covid i opted positive loss people rushed my comfort his i mild for me spread vaxxed,1
 maiden record low score positive covid test terrific teenagers record breaker evening,1
 reminder covid i tested i vaccinated,1
 positive covid test today sell my ticket for semi final wednesday,1
 me days i i feeling today i tested positive for,1
 double jabbed tested positive for covid i foggy head hay fever type god bless vaccine,1
 tested positive for covid i for days probably gonna daily streams i feel too bad now symptoms if i worse fuck content i guess,1
 today my birthday i tested positive for my jurassic park titanic movies i can watch lol,1
 subcontractor opera house july tested positive for opera house closed public,1
 i tested positive for covid i recently my vaccine shots,1
 lol did i test positive twice for covid vaccinated,1
 college student tested positive for chelsey gonzalez remembers mental debate choosing prioritize her health,1
 final competition i test positive for you you bad,1
 i tested positive for covid wear damn masks you dirty,1
 tested positive for covid cuz i never lose,1
 i positive my,1
 my friend tickets euros final unfortunately tested positive for covid dm him if you,1
 final tickets i tested positive for will sell for enquiries dm if,1
 serbian team tests positive for arrival japan,1
 cousin sat exams kids tested positive for covid now isolate will remaining exams pretend pandemic,1
 tested positive for covid day shoot me,1
 unfortunately tested positive for,1
 i tested positive for covid vaccinated for month,1
 weeks my i tested positive for dad worst horrible grateful we dad watch football together,1
 wont art for tested positive for covid im recovering,1
 tested positive for covid afternoon my roommate my staying safe days miserable i feel worst,1
 i covid month ago i feel,1
 omg i tested positive for covid,1
 girls unwell covid tests positive,1
 my sister tested positive for covid she lives me i feeling today cough fun,1
 woah immunity i symptoms my friend tested every fat fast food inhaler mandatory vax stay regular peoples,1
 my jag june tested positive for started temperature aches lost my taste feel completely wiped fed feeling shitty i could lot stay safe,1
 dear parents listen your their life depends person accused faking ill i bad grades tested positive for covid hospital,1
 everyone stoke tested positive for covid including myself,1
 champion withdraw testing positive for plenty winners back,1
 tf did i fired for testing positive for,1
 shit tested positive for covid mine sheas anniversary meant saturday gutted booked week spend time fucking sick covid shite feel,1
 i covid march i deathly sick for week symptoms for vaxxed i tested positive for covid week for now ruined trip symptom mild vaxxed,1
 i moderna april tested positive for covid optimistic,1
 you love you test positive for weeks your jabbb,1
 my offspring i sick we covid back office tomorrow morning vaxxed i,1
 i covid jan tested positive for antibodies you my immune fda you her demand fda post censored,1
 i dose vaccine earlier week i tested i feeling terrible massive,1
 i tested positive for covid vaccinated los angeles public health me text message i scheduled min call la nurse my health i assigned worker,1
 feeling for i tested positive for weeks fun,1
 i tested positive for covid my ass,1
 hahahahaha i spoken my doctor i back i tested positive for covid me my body fuck did,1
 covid test positive beating my joke,1
 wailekutu aged care facility father law lockdown for month residents staff tested positive for,1
 i typically share ton personal life i share i infact back stream you guys i,1
 north oaks me sitting waiting kids knowing covid sad af,1
 vaccinated tested positive for sharing my experience i regret vaccinated feel anxiety knowing my will,1
 tested positive for covid i deactivate i feel better,1
 feeling utterly i did covid pretty awful nice,1
 i vaccinated tested positive for covid days people vaccinated covid covid will forever cold your solution probable scenario my humble,1
 i tested positive funny my covid symptoms bad effects i,1
 hopeful their symptoms will i tested positive for covid antibodies tests couple months ago i hoping will provide protection for,1
 i tested positive for covid antibodies i newly diagnosed cancer my doc if i die tomorrow i counted covid death antibodies my can i die i,1
 covid positive for second time,1
 rushed complications tested positive dedicated covid ward ventilation fresh i stifled fresh i i weaker,1
 i tested positive saturday i pay for pcr test jam i again check did i my mother me her tested we did wore our i told,1
 update back positive covid i assume delta better today low energy gonna stream i plan streaming tmrw normal time,1
 vaxxed days my positive test i feel wear your,1
 i my i wear my mask time i tested positive for covid buuut symptoms mild if i lose my taste smell i probably covid test,1
 imagine testing positive for bitched for dishes can,1
 i covid back positive for toxic,1
 yeah i my sense taste smell im short breath time sucks tbh maybe week sick i tested positive for covid idk itll,1
 her math bear mil people tested positive for roughly deadly she imagine if people died every nba college football,1
 hospital bec i tested positive for covid im thinking abt buying bts albums,1
 vaccinated tested positive for covid fucker never,1
 i i my positive covid back day i started me week finish day i submitting paperwork filled i basically delirious hr hates,1
 doctor my covid test called me positive my day,1
 my entire family recently tested positive for vaccinated unvaccinated we ill unmasked outdoor families children will suffer delta spreads,1
 i tested positive for prayers worst,1
 mia back testing positive for covid symptoms my day catching rest i apologize for streams will continue week stay healthy,1
 graham tests positive for glad he vaccinated he front pushing now happy he probably,1
 im missing week school positive covid im sad i sick,1
 i covid minute test hours i back my test my desk i checked dashes i started panicking positive i started panicking,1
 tested positive for friday trapped inside my house i feel bad curious aspect mix genuine concern genuine,1
 tested positive for covid vaccinated february consistently wearing my stay safe i feel death warmed,1
 yay i tested positive for covid now i weeks,1
 i vaccinated i tested positive for covid monday stupid unvaxed coworker,1
 i tested positive covid for feel truck hit pay my car note week,1
 sydney apartment block locked residents confirmed positive,1
 i tested positive for for weeks pay could,1
 tested positive for covid for im,1
 tested positive for covid day my vaccination appointment,1
 locked my apartment testing positive for covid luckily i waiting thursday allowed,1
 i tested positive for i will stream if feeling,1
 pcr covid test if i weeks positive,1
 i underlying medical conditions my wife we tested positive for covid we i unvaccinated people wear mask for sake people vaxxed,1
 officially days i tested positive for i finished my quarantine period i recovered,1
 i back positive for covid august quarantine till if you could bless my cashapp i happiest,1
 dozens students test positive for kershaw county schools district positive tests exposures class,1
 i my vaccine i test positive covid,1
 yesterday i tested positive for me your prayers,1
 i tested positive for covid now my husband tested i stay my kids my caring for we answers your,1
 kids testing positive for covid school smh i i care my kids scary,1
 lil sis covid i popped positive freakin tf askin for second test i second test back wtf,1
 fuck vaccinated tested positive for covid i smell my cologne odd tested positive fuck for me for i unemployment,1
 january i i mild tested negative for covid shortly onset tested positive weeks days positive result symptoms,1
 damn i nice guy my covid test positive,1
 i tested positive covid can direct me facility tests variant,1
 escambia county school students staff tested positive for santa rosa county students positive,1
 i tested positive for i fever cold chills heat flashes congestion my chest i vaccine now,1
 yeah i i vaccine april stopped wearing my mask i told people sick tested positive for started wearing my mask symptoms days mild symptoms,1
 i tested positive for i can assume delta variant my symptoms too worried worse without,1
 we tested positive for cough lingers doesnt sense you real you arent rest mortals caught itholy narcissism,1
 me testing fucking positive for covid,1
 update i tested positive for covid day safe feeling better now tho covid ho,1
 tested positive for covid i feel shit rn,1
 baby er tested positive nurses threatening picket told i typed planes tourists flew hell hell motherfucken,1
 i tested positive for covid vaccinated my symptoms scary i medical preconditions i faith,1
 covid positive super negative i hate stuck house without my kids driving me fuck,1
 brother tells me kids school tested positive for you better sanitizing strict mask,1
 marriott bonvoy i unpleasant experience refunding my april i tested positive for covid canceled my reservation hours check i attempting refund for answers yours,1
 tested positive for covid headaches if i i encourage you if you covid you fight,1
 my entire family tested positive for my my,1
 my week my hbcu i test positive for real dawg,1
 tested positive for covid bc my fucking job i quit,1
 week i tested positive for breakthrough i woke cough thursday i rapid test back positive confirmed pcr i notified folks i close contact previous days,1
 vaccinated tested positive for covid freak,1
 i today i tested positive for now i feel i bad pray extent doctor hoped vaccinated i will virus my,1
 positive for covid i will for love yall,1
 hey i recently tested positive for covid delayed my now feeling we will back tomorrow our minecraft streaming usual my schedule for hope you,1
 i tested covid positive vaccinated stay safe kids cover,1
 i i did test back slight headache cough today i bed chilly i literally i picked,1
 positive sa,1
 vaccinated back january my husband snd i tested positive for covid week ago did my sil hospital grateful praise i wear double mask stay,1
 quick correction for i infected covid february tested positive elmhurst hospital march pandemic i caught my surprise plague plenty media prove,1
 if i alerted i exposed earlier i school week knowing i positive for strain scary we test for,1
 vaccinated i tested positive today for covid continue mask your guard you vaccine will prevent you,1
 tested positive for covid i my allergies acting i feel too hope clears,1
 admit running my shot i tested positive for covid if i can avoid slow spread shot if ur medical field ur mentality if you save worst,1
 fucking positive for,1
 i tested positive for december my doctor prescribed ivermectin days testing ivermectin i lost taste congested fever i improved greatly recovered,1
 tested positive for symptoms minus i leave for houston did test i guess vaccine now lot stuff,1
 exposure sites nsw truck drivers passed sa their they tested positive for times their quarantine,1
 rn confirmed covid my condition stable alhumdulillah never my entire life slept my second night toll my night i explain,1
 did test positive weeks i share space we contact i bad heart issue my entire life i freaking me covid could for death,1
 yeah i forgot mention i doctor i positive for covid feeling i finally zpack i started feel,1
 my pcr i i double government clue handle,1
 covid day day for couple days praying for negative mild sinus i feel,1
 karen i vaccinated test positive for covid our trip we mild lucky we now quarantine,1
 tested positive bit,1
 tested positive for covid now i probably jonas brothers you my quarantine time,1
 i tested positive for covid quarantined for,1
 covid test ggs,1
 starting feel covid again testing i i i accepted walk weeks i tested positive cheap ass test retest,1
 meep tested positive for covid,1
 im positive i covid literally fuck,1
 i active days i tested positive for stay safe,1
 today i tested positive for strep throat hit double im vaxed rn mild symptoms hoping stays night,1
 concert noblesville indiana concert kicked now i covid tested positive today for,1
 my covid back i tested positive,1
 atleast you posting i me i tested positive for,1
 i tested positive for covid days ago will play elements deadbeats texas electric zoo isolated week hoped i test negative time today i positive i conscience play,1
 positive for covid day my birthday yey,1
 we pcr pcr disgustingly positive rapid test you tonight wanna hang,1
 mauricio i pretty sick tested positive for covid excuse naked day our,1
 finally i tested positive for i vaccine now noticed my positive my throat started hurt i feel reason i exposed tested,1
 my brother tested positive for,1
 months today i tested positive for avoiding im double healthy yr i feel covid nice,1
 positive for shifting blinks,1
 weeks i tested positive for covid i smell,1
 sunrise police monroe county commissioner fighting for their lives icu positive wear vaccinated,1
 i tested positive for covid my doctor me steroid shot prescription for my doctor laughed discourage treatments,1
 based post tested positive for he changed spelling his guy,1
 guy my soul i if i tested positive for covid vaxxed prob my fixing i inspired worth,1
 tested positive for covid vaccinated my vaccine pleasant experience i dread i faired without my children tested positive thankfully,1
 upset my dose vaccine june guess tested positive for covid for girl smdh me i vaccinated feels allergies you,1
 hey drawings gonna delayed for i unfortunately tested positive for covid me artistic stuff for i hope you guys understand,1
 i finally days i my i crazy fever severe headache for i tested positive i perfectly basically my body nuked,1
 tested positive morning covid beat my ass my body never achey my quarantine gonna suck,1
 positive covid test min actual fuck idea manage stay for days,1
 i tested positive for symptoms starting sunday expose you saturday bridge lmk if you questions sam soutter,1
 march suspect i mildly my family again for vaxxed can mild can,1
 irl tested positive for covid i them sunday,1
 literally saved me covid vaccine i tested i,1
 covidi tested positive for covid,1
 positive for im literally walking,1
 i covid test aug back positive aug day i er monoclonal i my i coughing time i er fever did month treatment,1
 could my family hit hard car broke wks our fridge quit now tested positive wks hurt gl,1
 sending love bottle tested positive for we,1
 i freaking i tested positive,1
 im testing positive for covid weeks roll,1
 berlin central school district notified student berlin school student berlin elementary school tested positive for details,1
 tested positive for covid real deal tomorrow my our boys for i taught bigger fewer students we weeks,1
 bro if i my i test positive for i covid my i will survive i,1
 pimp distressed i tested positive for covid day my vaccine,1
 i never tested positive for time i symptoms each vaccine,1
 ride i tested positive for send hugs prayers if you can honestly everyday fight my readings now closed will reopen better spirits,1
 i tested positive for antibodies late june months vaxxed i your doctors consult for,1
 i i sad lonely i attempted suicide top i tested positive for covid they send me psych i feel,1
 i wonderful tested positive for covid today she care kids my defense i my worse hers,1
 i tested positive for covid effective,1
 for inactive unfortunately i tested positive for shipments will delayed for i hope you guys understand youuu,1
 tf i tested positive for covid,1
 guess covid,1
 me i tested positive for covid mild symptoms super angry you recommend i monoclonal i them i feel now worried worse too,1
 extra wearing masks indoor today i tested positive for i feel super gutted i i responsible,1
 tested positive for i smell lol shit scam,1
 tested positive for i bad proper mental fml,1
 i tested positive for covid testing site suggested i care my pets quarantine without,1
 sept my kids covid my wife i positive unemployment hold,1
 tested positive for covid sadge i hope i worse fever i prob will bed ridden for playoffs,1
 i stream week i tested positive for meant i our term my classroom manage meant my colleagues cover teachers their planning,1
 offically tested positive for im dying,1
 tested positive for shit sucks,1
 i now confined i experienced head chest i vomited i positive for,1
 i tested positive for covid argument my body my choice,1
 my covid i positive,1
 tested positive for covid couple days ago sucks,1
 listen chris tested positive for vaccinated,1
 covid i hope for pcr test i feel i mild maybe passing lol,1
 tested positive for sick ass tested positive for covid lmao,1
 america i tested positive for covid today traveling barely me info protocol me hotel i guess supposed starve for days,1
